#Time frame = 0.0 ps; Number of reference = 113000 atoms; Number of chains = 235
#Atomic index    1.5*max_eigval    Number of unit vectors
38932     0.153     52
38933     0.111     50
38934     0.062     55
38935     0.076     54
38936     0.072     55
38937     0.071     51
38938     0.082     51
38939     0.073     61
38940     0.098     58
38941     0.107     54
38942     0.156     56
38943     0.182     49
38944     0.148     52
38945     0.105     51
38946     0.135     50
38947     0.105     45
38948     0.105     53
38949     0.121     53
38950     0.099     53
38951     0.129     51
38952     0.168     55
38953     0.142     59
38954     0.075     54
38955     0.076     53
38956     0.043     58
38957     0.092     55
38958     0.107     54
38959     0.082     57
38960     0.057     59
38961     0.102     52
38962     0.090     54
38963     0.123     52
38964     0.123     55
38965     0.123     62
38966     0.123     59
38967     0.102     58
38968     0.094     55
38969     0.070     59
38970     0.116     55
38971     0.124     62
38972     0.132     58
38973     0.169     62
38974     0.142     59
38975     0.165     59
38976     0.098     60
38977     0.108     61
38978     0.134     57
38979     0.197     57
38980     0.188     57
38981     0.192     61
38982     0.138     61
38983     0.152     66
38984     0.114     67
38985     0.093     69
38986     0.166     73
38987     0.230     67
38988     0.230     65
38989     0.182     67
38990     0.162     64
38991     0.160     62
38992     0.224     58
38993     0.218     61
38994     0.238     59
38995     0.237     61
38996     0.268     64
38997     0.208     59
38998     0.221     56
38999     0.234     61
39000     0.213     58
39001     0.179     58
39002     0.175     53
39003     0.149     56
39004     0.163     52
39005     0.146     50
39006     0.129     53
39007     0.097     56
39008     0.147     56
39009     0.120     58
39010     0.131     57
39011     0.186     61
39012     0.150     61
39013     0.194     61
39014     0.231     61
39015     0.213     65
39016     0.193     62
39017     0.176     59
39018     0.125     55
39019     0.104     51
39020     0.097     50
39021     0.147     55
39022     0.169     58
39023     0.244     54
39024     0.319     57
39025     0.297     61
39026     0.348     64
39027     0.292     59
39028     0.330     58
39029     0.303     58
39030     0.298     57
39031     0.262     60
39032     0.272     64
39033     0.246     56
39034     0.245     62
39035     0.217     59
39036     0.120     62
39037     0.075     61
39038     0.109     62
39039     0.149     56
39040     0.108     54
39041     0.142     61
39042     0.136     57
39043     0.161     59
39044     0.187     61
39045     0.204     62
39046     0.216     66
39047     0.202     60
39048     0.168     64
39049     0.168     59
39050     0.101     55
39051     0.115     57
39052     0.158     55
39053     0.178     55
39054     0.198     51
39055     0.202     52
39056     0.210     61
39057     0.165     59
39058     0.195     60
39059     0.222     62
39060     0.266     60
39061     0.225     60
39062     0.217     61
39063     0.231     60
39064     0.198     62
39065     0.218     56
39066     0.174     52
39067     0.184     51
39068     0.207     51
39069     0.164     61
39070     0.140     57
39071     0.132     56
39072     0.183     58
39073     0.129     58
39074     0.142     54
39075     0.258     58
39076     0.294     57
39077     0.260     61
39078     0.282     64
39079     0.247     66
39080     0.209     61
39081     0.210     64
39082     0.176     59
39083     0.146     61
39084     0.112     62
39085     0.113     59
39086     0.111     57
39087     0.122     53
39088     0.113     57
39089     0.092     57
39090     0.086     58
39091     0.166     61
39092     0.243     58
39093     0.193     56
39094     0.218     58
39095     0.156     61
39096     0.201     54
39097     0.205     52
39098     0.193     54
39099     0.211     47
39100     0.203     52
39101     0.202     51
39102     0.155     55
39103     0.130     59
39104     0.126     56
39105     0.147     55
39106     0.165     57
39107     0.163     56
39108     0.130     55
39109     0.118     52
39110     0.201     49
39111     0.150     56
39112     0.151     52
39113     0.142     50
39114     0.139     48
39115     0.202     42
39116     0.128     48
39117     0.075     52
39118     0.118     54
39119     0.160     45
39120     0.097     44
39121     0.065     45
39122     0.105     44
39123     0.072     39
39124     0.127     46
39125     0.174     44
39126     0.143     38
39127     0.144     39
39128     0.261     43
39129     0.246     43
39130     0.226     46
39131     0.224     49
39132     0.199     54
39133     0.190     58
39134     0.192     57
39135     0.165     59
39136     0.206     56
39137     0.170     60
39138     0.229     57
39139     0.223     55
39140     0.244     54
39141     0.255     53
39142     0.233     46
39143     0.190     53
39144     0.174     54
39145     0.163     47
39146     0.115     48
39147     0.163     51
39148     0.099     61
39149     0.142     54
39150     0.125     55
39151     0.137     51
39152     0.118     52
39153     0.101     50
39154     0.124     48
39155     0.121     47
39156     0.164     49
39157     0.160     50
39158     0.172     51
39159     0.103     54
39160     0.096     54
39161     0.146     52
39162     0.169     54
39163     0.211     54
39164     0.156     57
39165     0.149     52
39166     0.128     50
39167     0.098     49
39168     0.060     54
39169     0.107     52
39170     0.121     52
39171     0.180     51
39172     0.180     49
39173     0.175     51
39174     0.186     45
39175     0.202     46
39176     0.144     43
39177     0.093     46
39178     0.088     43
39179     0.088     43
39180     0.117     47
39181     0.146     48
39182     0.148     45
39183     0.140     44
39184     0.159     42
39185     0.194     53
39186     0.170     50
39187     0.121     49
39188     0.102     50
39189     0.075     50
39190     0.075     50
39191     0.133     48
39192     0.180     44
39193     0.131     53
39194     0.179     48
39195     0.193     57
39196     0.129     56
39197     0.138     54
39198     0.067     63
39199     0.088     61
39200     0.145     67
39201     0.119     72
39202     0.134     69
39203     0.179     66
39204     0.169     63
39205     0.170     68
39206     0.184     62
39207     0.162     66
39208     0.177     67
39209     0.106     65
39210     0.074     61
39211     0.137     58
39212     0.165     62
39213     0.202     60
39214     0.185     64
39215     0.182     66
39216     0.145     65
39217     0.206     66
39218     0.235     69
39219     0.220     66
39220     0.219     63
39221     0.265     58
39222     0.244     52
39223     0.226     56
39224     0.235     56
39225     0.262     53
39226     0.352     53
39227     0.232     55
39228     0.289     54
39229     0.298     55
39230     0.247     45
39231     0.187     51
39232     0.182     52
39233     0.121     47
39234     0.135     51
39235     0.141     47
39236     0.094     48
39237     0.125     51
39238     0.102     50
39239     0.122     50
39240     0.122     48
39241     0.141     50
39242     0.111     49
39243     0.170     50
39244     0.156     59
39245     0.146     54
39246     0.109     59
39247     0.147     58
39248     0.134     55
39249     0.093     56
39250     0.145     54
39251     0.106     53
39252     0.154     52
39253     0.055     54
39254     0.080     54
39255     0.099     52
39256     0.124     53
39257     0.154     56
39258     0.157     60
39259     0.169     57
39260     0.146     57
39261     0.204     57
39262     0.161     53
39263     0.152     56
39264     0.134     58
39265     0.156     55
39266     0.185     53
39267     0.174     48
39268     0.127     50
39269     0.162     52
39270     0.215     50
39271     0.228     44
39272     0.224     48
39273     0.175     49
39274     0.180     46
39275     0.195     48
39276     0.203     51
39277     0.135     55
39278     0.068     58
39279     0.123     59
39280     0.107     61
39281     0.093     57
39282     0.104     63
39283     0.125     58
39284     0.158     54
39285     0.095     51
39286     0.157     51
39287     0.158     51
39288     0.110     47
39289     0.123     46
39290     0.102     50
39291     0.138     51
39292     0.148     51
39293     0.127     49
39294     0.082     44
39295     0.047     46
39296     0.113     49
39297     0.167     49
39298     0.130     50
39299     0.100     53
39300     0.095     54
39301     0.138     56
39302     0.087     54
39303     0.094     53
39304     0.092     56
39305     0.114     57
39306     0.122     58
39307     0.158     59
39308     0.114     58
39309     0.144     55
39310     0.100     56
39311     0.104     66
39312     0.098     57
39313     0.141     58
39314     0.168     58
39315     0.167     58
39316     0.150     60
39317     0.113     59
39318     0.123     65
39319     0.108     58
39320     0.177     57
39321     0.127     53
39322     0.147     58
39323     0.126     58
39324     0.207     56
39325     0.147     57
39326     0.149     55
39327     0.158     58
39328     0.161     60
39329     0.134     65
39330     0.102     64
39331     0.096     60
39332     0.063     55
39333     0.084     61
39334     0.122     60
39335     0.101     63
39336     0.075     63
39337     0.060     58
39338     0.095     57
39339     0.076     57
39340     0.099     58
